experiment_key,task,include_prior,history,future,test_acc_top_val,task_long_name
video,2,True,4,10,0.573058,false_true_binary
video,2,True,5,1,0.722259,false_true_binary
video,2,True,5,3,0.584521,false_true_binary
video,2,True,5,5,0.580051,false_true_binary
video,2,True,5,10,0.571198,false_true_binary
video,2,True,10,1,0.697193,false_true_binary
video,2,True,10,3,0.609354,false_true_binary
video,2,True,10,5,0.553466,false_true_binary
video,2,True,10,10,0.557508,false_true_binary
video,2,True,30,1,0.713288,false_true_binary
video,2,True,30,3,0.626064,false_true_binary
video,2,True,30,5,0.601735,false_true_binary
video,2,True,30,10,0.566976,false_true_binary
video,4,False,4,1,0.445562,multi
video,4,False,4,3,0.452958,multi
video,4,False,4,5,0.438996,multi
video,4,False,4,10,0.421847,multi
video,4,False,5,1,0.454243,multi
video,4,False,5,3,0.45007,multi
video,4,False,5,5,0.448872,multi
video,4,False,5,10,0.448509,multi
video,4,False,10,1,0.443503,multi
video,4,False,10,3,0.457507,multi
video,4,False,10,5,0.450639,multi
video,4,False,10,10,0.444385,multi
video,4,False,30,1,0.431686,multi
video,4,False,30,3,0.447522,multi
video,4,False,30,5,0.447734,multi
video,4,False,30,10,0.446244,multi
video,4,True,4,1,0.481725,multi
video,4,True,4,3,0.45257,multi
video,4,True,4,5,0.427126,multi
video,4,True,4,10,0.443224,multi
video,4,True,5,1,0.517882,multi
video,4,True,5,3,0.455696,multi
video,4,True,5,5,0.457687,multi
video,4,True,5,10,0.458274,multi
video,4,True,10,1,0.458333,multi
video,4,True,10,3,0.456622,multi
video,4,True,10,5,0.447088,multi
video,4,True,10,10,0.447783,multi
video,4,True,30,1,0.506904,multi
video,4,True,30,3,0.456633,multi
video,4,True,30,5,0.44682,multi
video,4,True,30,10,0.446613,multi
video,3,False,4,1,0.587894,true_true_binary
video,3,False,4,3,0.57226,true_true_binary
video,3,False,4,5,0.569955,true_true_binary
video,3,False,4,10,0.545597,true_true_binary
video,3,False,5,1,0.595722,true_true_binary
video,3,False,5,3,0.573312,true_true_binary
video,3,False,5,5,0.567172,true_true_binary
video,3,False,5,10,0.553622,true_true_binary
video,3,False,10,1,0.598164,true_true_binary
video,3,False,10,3,0.572769,true_true_binary
video,3,False,10,5,0.565518,true_true_binary
video,3,False,10,10,0.548104,true_true_binary
video,3,False,30,1,0.552144,true_true_binary
video,3,False,30,3,0.554665,true_true_binary
video,3,False,30,5,0.550256,true_true_binary
video,3,False,30,10,0.551915,true_true_binary
video,3,True,4,1,0.631406,true_true_binary
video,3,True,4,3,0.575946,true_true_binary
video,3,True,4,5,0.547188,true_true_binary
video,3,True,4,10,0.542655,true_true_binary
video,3,True,5,1,0.651823,true_true_binary
video,3,True,5,3,0.588959,true_true_binary
video,3,True,5,5,0.556417,true_true_binary
video,3,True,5,10,0.553267,true_true_binary
video,3,True,10,1,0.627825,true_true_binary
video,3,True,10,3,0.571176,true_true_binary
video,3,True,10,5,0.570135,true_true_binary
video,3,True,10,10,0.554363,true_true_binary
video,3,True,30,1,0.636083,true_true_binary
video,3,True,30,3,0.570335,true_true_binary
video,3,True,30,5,0.558662,true_true_binary
video,3,True,30,10,0.556701,true_true_binary
video_voxaudio,1,False,4,1,0.71047,false_false_binary
video_voxaudio,1,False,4,3,0.669658,false_false_binary
video_voxaudio,1,False,4,5,0.663932,false_false_binary
video_voxaudio,1,False,4,10,0.657743,false_false_binary
video_voxaudio,1,False,5,1,0.708884,false_false_binary
video_voxaudio,1,False,5,3,0.666522,false_false_binary
video_voxaudio,1,False,5,5,0.650654,false_false_binary
video_voxaudio,1,False,5,10,0.651902,false_false_binary
video_voxaudio,1,False,10,1,0.690885,false_false_binary
video_voxaudio,1,False,10,3,0.660714,false_false_binary
video_voxaudio,1,False,10,5,0.654293,false_false_binary
video_voxaudio,1,False,10,10,0.650123,false_false_binary
video_voxaudio,1,False,30,1,0.675563,false_false_binary
video_voxaudio,1,False,30,3,0.651208,false_false_binary
video_voxaudio,1,False,30,5,0.653253,false_false_binary
video_voxaudio,1,False,30,10,0.649068,false_false_binary
video_voxaudio,1,True,4,1,0.749691,false_false_binary
video_voxaudio,1,True,4,3,0.681311,false_false_binary
video_voxaudio,1,True,4,5,0.649963,false_false_binary
video_voxaudio,1,True,4,10,0.647436,false_false_binary
video_voxaudio,1,True,5,1,0.751326,false_false_binary
video_voxaudio,1,True,5,3,0.668552,false_false_binary
video_voxaudio,1,True,5,5,0.655453,false_false_binary
video_voxaudio,1,True,5,10,0.650049,false_false_binary
video_voxaudio,1,True,10,1,0.734663,false_false_binary
video_voxaudio,1,True,10,3,0.68081,false_false_binary
video_voxaudio,1,True,10,5,0.669756,false_false_binary
video_voxaudio,1,True,10,10,0.650025,false_false_binary
video_voxaudio,1,True,30,1,0.744872,false_false_binary
video_voxaudio,1,True,30,3,0.683407,false_false_binary
video_voxaudio,1,True,30,5,0.661712,false_false_binary
video_voxaudio,1,True,30,10,0.650529,false_false_binary
video_voxaudio,2,False,4,1,0.667109,false_true_binary
video_voxaudio,2,False,4,3,0.580761,false_true_binary
video_voxaudio,2,False,4,5,0.546812,false_true_binary
video_voxaudio,2,False,4,10,0.563263,false_true_binary
video_voxaudio,2,False,5,1,0.663787,false_true_binary
video_voxaudio,2,False,5,3,0.597043,false_true_binary
video_voxaudio,2,False,5,5,0.576579,false_true_binary
video_voxaudio,2,False,5,10,0.567437,false_true_binary
video_voxaudio,2,False,10,1,0.624733,false_true_binary
video_voxaudio,2,False,10,3,0.598365,false_true_binary
video_voxaudio,2,False,10,5,0.528211,false_true_binary
video_voxaudio,2,False,10,10,0.530072,false_true_binary
video_voxaudio,2,False,30,1,0.594795,false_true_binary
video_voxaudio,2,False,30,3,0.561796,false_true_binary
video_voxaudio,2,False,30,5,0.533453,false_true_binary
video_voxaudio,2,False,30,10,0.510181,false_true_binary
video_voxaudio,2,True,4,1,0.693523,false_true_binary
video_voxaudio,2,True,4,3,0.602315,false_true_binary
video_voxaudio,2,True,4,5,0.553614,false_true_binary
video_voxaudio,2,True,4,10,0.584999,false_true_binary
video_voxaudio,2,True,5,1,0.717608,false_true_binary
video_voxaudio,2,True,5,3,0.624484,false_true_binary
video_voxaudio,2,True,5,5,0.569903,false_true_binary
video_voxaudio,2,True,5,10,0.573885,false_true_binary
video_voxaudio,2,True,10,1,0.687032,false_true_binary
video_voxaudio,2,True,10,3,0.600241,false_true_binary
video_voxaudio,2,True,10,5,0.535465,false_true_binary
video_voxaudio,2,True,10,10,0.540478,false_true_binary
video_voxaudio,2,True,30,1,0.716164,false_true_binary
video_voxaudio,2,True,30,3,0.614254,false_true_binary
video_voxaudio,2,True,30,5,0.595127,false_true_binary
video_voxaudio,2,True,30,10,0.529159,false_true_binary
video_voxaudio,4,False,4,1,0.515568,multi
video_voxaudio,4,False,4,3,0.471581,multi
video_voxaudio,4,False,4,5,0.468768,multi
video_voxaudio,4,False,4,10,0.421259,multi
video_voxaudio,4,False,5,1,0.521739,multi
video_voxaudio,4,False,5,3,0.469233,multi
video_voxaudio,4,False,5,5,0.455395,multi
video_voxaudio,4,False,5,10,0.448509,multi
video_voxaudio,4,False,10,1,0.468573,multi
video_voxaudio,4,False,10,3,0.449717,multi
video_voxaudio,4,False,10,5,0.45206,multi
video_voxaudio,4,False,10,10,0.449392,multi
video_voxaudio,4,False,30,1,0.43968,multi
video_voxaudio,4,False,30,3,0.442784,multi
video_voxaudio,4,False,30,5,0.449196,multi
video_voxaudio,4,False,30,10,0.447533,multi
video_voxaudio,4,True,4,1,0.535293,multi
video_voxaudio,4,True,4,3,0.474103,multi
video_voxaudio,4,True,4,5,0.46799,multi
video_voxaudio,4,True,4,10,0.458325,multi
video_voxaudio,4,True,5,1,0.542952,multi
video_voxaudio,4,True,5,3,0.476969,multi
video_voxaudio,4,True,5,5,0.468265,multi
video_voxaudio,4,True,5,10,0.451349,multi
video_voxaudio,4,True,10,1,0.493821,multi
video_voxaudio,4,True,10,3,0.467245,multi
video_voxaudio,4,True,10,5,0.4462,multi
video_voxaudio,4,True,10,10,0.445815,multi
video_voxaudio,4,True,30,1,0.506541,multi
video_voxaudio,4,True,30,3,0.446064,multi
video_voxaudio,4,True,30,5,0.440607,multi
video_voxaudio,4,True,30,10,0.446981,multi
video_voxaudio,3,False,4,1,0.651325,true_true_binary
video_voxaudio,3,False,4,3,0.59321,true_true_binary
video_voxaudio,3,False,4,5,0.569955,true_true_binary
video_voxaudio,3,False,4,10,0.54344,true_true_binary
video_voxaudio,3,False,5,1,0.644109,true_true_binary
video_voxaudio,3,False,5,3,0.606188,true_true_binary
video_voxaudio,3,False,5,5,0.565762,true_true_binary
video_voxaudio,3,False,5,10,0.557173,true_true_binary
video_voxaudio,3,False,10,1,0.626766,true_true_binary
video_voxaudio,3,False,10,3,0.588527,true_true_binary
video_voxaudio,3,False,10,5,0.565163,true_true_binary
video_voxaudio,3,False,10,10,0.533441,true_true_binary
video_voxaudio,3,False,30,1,0.562682,true_true_binary
video_voxaudio,3,False,30,3,0.563776,true_true_binary
video_voxaudio,3,False,30,5,0.550439,true_true_binary
video_voxaudio,3,False,30,10,0.556885,true_true_binary
video_voxaudio,3,True,4,1,0.664088,true_true_binary
video_voxaudio,3,True,4,3,0.596896,true_true_binary
video_voxaudio,3,True,4,5,0.574431,true_true_binary
video_voxaudio,3,True,4,10,0.551481,true_true_binary
video_voxaudio,3,True,5,1,0.668654,true_true_binary
video_voxaudio,3,True,5,3,0.601617,true_true_binary
video_voxaudio,3,True,5,5,0.571756,true_true_binary
video_voxaudio,3,True,5,10,0.553267,true_true_binary
video_voxaudio,3,True,10,1,0.626942,true_true_binary
video_voxaudio,3,True,10,3,0.586933,true_true_binary
video_voxaudio,3,True,10,5,0.579545,true_true_binary
video_voxaudio,3,True,10,10,0.549714,true_true_binary
video_voxaudio,3,True,30,1,0.633721,true_true_binary
video_voxaudio,3,True,30,3,0.5543,true_true_binary
video_voxaudio,3,True,30,5,0.550073,true_true_binary
video_voxaudio,3,True,30,10,0.555228,true_true_binary
voxaudio,1,False,4,1,0.723082,false_false_binary
voxaudio,1,False,4,3,0.693162,false_false_binary
voxaudio,1,False,4,5,0.671986,false_false_binary
voxaudio,1,False,4,10,0.648887,false_false_binary
voxaudio,1,False,5,1,0.71636,false_false_binary
voxaudio,1,False,5,3,0.667344,false_false_binary
voxaudio,1,False,5,5,0.650267,false_false_binary
voxaudio,1,False,5,10,0.649805,false_false_binary
voxaudio,1,False,10,1,0.697632,false_false_binary
voxaudio,1,False,10,3,0.655897,false_false_binary
voxaudio,1,False,10,5,0.653171,false_false_binary
voxaudio,1,False,10,10,0.649583,false_false_binary
voxaudio,1,False,30,1,0.65236,false_false_binary
voxaudio,1,False,30,3,0.649311,false_false_binary
voxaudio,1,False,30,5,0.649149,false_false_binary
voxaudio,1,False,30,10,0.649068,false_false_binary
voxaudio,1,True,4,1,0.760522,false_false_binary
voxaudio,1,True,4,3,0.701393,false_false_binary
voxaudio,1,True,4,5,0.668556,false_false_binary
voxaudio,1,True,4,10,0.650338,false_false_binary
voxaudio,1,True,5,1,0.752243,false_false_binary
voxaudio,1,True,5,3,0.673774,false_false_binary
voxaudio,1,True,5,5,0.651769,false_false_binary
voxaudio,1,True,5,10,0.649854,false_false_binary
voxaudio,1,True,10,1,0.751165,false_false_binary
voxaudio,1,True,10,3,0.670008,false_false_binary
voxaudio,1,True,10,5,0.65239,false_false_binary
voxaudio,1,True,10,10,0.649583,false_false_binary
voxaudio,1,True,30,1,0.746315,false_false_binary
voxaudio,1,True,30,3,0.651657,false_false_binary
voxaudio,1,True,30,5,0.649149,false_false_binary
voxaudio,1,True,30,10,0.649118,false_false_binary
voxaudio,2,False,4,1,0.678524,false_true_binary
voxaudio,2,False,4,3,0.620676,false_true_binary
voxaudio,2,False,4,5,0.580555,false_true_binary
voxaudio,2,False,4,10,0.525426,false_true_binary
voxaudio,2,False,5,1,0.67495,false_true_binary
voxaudio,2,False,5,3,0.619955,false_true_binary
voxaudio,2,False,5,5,0.585792,false_true_binary
voxaudio,2,False,5,10,0.53842,false_true_binary
voxaudio,2,False,10,1,0.645989,false_true_binary
voxaudio,2,False,10,3,0.604798,false_true_binary
voxaudio,2,False,10,5,0.546615,false_true_binary
voxaudio,2,False,10,10,0.523449,false_true_binary
voxaudio,2,False,30,1,0.582329,false_true_binary
voxaudio,2,False,30,3,0.521011,false_true_binary
voxaudio,2,False,30,5,0.527808,false_true_binary
voxaudio,2,False,30,10,0.505056,false_true_binary
voxaudio,2,True,4,1,0.721662,false_true_binary
voxaudio,2,True,4,3,0.626264,false_true_binary
voxaudio,2,True,4,5,0.599493,false_true_binary
voxaudio,2,True,4,10,0.555884,false_true_binary
voxaudio,2,True,5,1,0.724651,false_true_binary
voxaudio,2,True,5,3,0.632876,false_true_binary
voxaudio,2,True,5,5,0.598077,false_true_binary
voxaudio,2,True,5,10,0.550913,false_true_binary
voxaudio,2,True,10,1,0.720588,false_true_binary
voxaudio,2,True,10,3,0.621549,false_true_binary
voxaudio,2,True,10,5,0.573616,false_true_binary
voxaudio,2,True,10,10,0.546695,false_true_binary
voxaudio,2,True,30,1,0.724384,false_true_binary
voxaudio,2,True,30,3,0.623592,false_true_binary
voxaudio,2,True,30,5,0.571724,false_true_binary
voxaudio,2,True,30,10,0.503117,false_true_binary
voxaudio,4,False,4,1,0.53684,multi
voxaudio,4,False,4,3,0.485936,multi
voxaudio,4,False,4,5,0.477525,multi
voxaudio,4,False,4,10,0.463228,multi
voxaudio,4,False,5,1,0.525771,multi
voxaudio,4,False,5,3,0.479958,multi
voxaudio,4,False,5,5,0.462976,multi
voxaudio,4,False,5,10,0.454723,multi
voxaudio,4,False,10,1,0.49947,multi
voxaudio,4,False,10,3,0.464058,multi
voxaudio,4,False,10,5,0.463068,multi
voxaudio,4,False,10,10,0.451717,multi
voxaudio,4,False,30,1,0.456032,multi
voxaudio,4,False,30,3,0.43422,multi
voxaudio,4,False,30,5,0.447734,multi
voxaudio,4,False,30,10,0.436119,multi
voxaudio,4,True,4,1,0.564881,multi
voxaudio,4,True,4,3,0.489622,multi
voxaudio,4,True,4,5,0.476552,multi
voxaudio,4,True,4,10,0.462247,multi
voxaudio,4,True,5,1,0.572405,multi
voxaudio,4,True,5,3,0.48365,multi
voxaudio,4,True,5,5,0.463858,multi
voxaudio,4,True,5,10,0.448864,multi
voxaudio,4,True,10,1,0.542196,multi
voxaudio,4,True,10,3,0.469901,multi
voxaudio,4,True,10,5,0.462713,multi
voxaudio,4,True,10,10,0.451359,multi
voxaudio,4,True,30,1,0.550872,multi
voxaudio,4,True,30,3,0.457179,multi
voxaudio,4,True,30,5,0.45011,multi
voxaudio,4,True,30,10,0.444588,multi
voxaudio,3,False,4,1,0.656933,true_true_binary
voxaudio,3,False,4,3,0.600194,true_true_binary
voxaudio,3,False,4,5,0.569371,true_true_binary
voxaudio,3,False,4,10,0.543636,true_true_binary
voxaudio,3,False,5,1,0.65305,true_true_binary
voxaudio,3,False,5,3,0.604255,true_true_binary
voxaudio,3,False,5,5,0.571756,true_true_binary
voxaudio,3,False,5,10,0.564276,true_true_binary
voxaudio,3,False,10,1,0.62447,true_true_binary
voxaudio,3,False,10,3,0.578789,true_true_binary
voxaudio,3,False,10,5,0.566229,true_true_binary
voxaudio,3,False,10,10,0.561874,true_true_binary
voxaudio,3,False,30,1,0.575036,true_true_binary
voxaudio,3,False,30,3,0.566873,true_true_binary
voxaudio,3,False,30,5,0.560307,true_true_binary
voxaudio,3,False,30,10,0.557437,true_true_binary
voxaudio,3,True,4,1,0.684587,true_true_binary
voxaudio,3,True,4,3,0.604074,true_true_binary
voxaudio,3,True,4,5,0.572485,true_true_binary
voxaudio,3,True,4,10,0.542263,true_true_binary
voxaudio,3,True,5,1,0.685133,true_true_binary
voxaudio,3,True,5,3,0.603551,true_true_binary
voxaudio,3,True,5,5,0.581982,true_true_binary
voxaudio,3,True,5,10,0.561967,true_true_binary
voxaudio,3,True,10,1,0.673729,true_true_binary
voxaudio,3,True,10,3,0.592953,true_true_binary
voxaudio,3,True,10,5,0.574574,true_true_binary
voxaudio,3,True,10,10,0.558655,true_true_binary
voxaudio,3,True,30,1,0.677326,true_true_binary
voxaudio,3,True,30,3,0.567238,true_true_binary
voxaudio,3,True,30,5,0.560673,true_true_binary
voxaudio,3,True,30,10,0.552467,true_true_binary
